tt.term_brand,tt.term_mdl_code,tt.os,tt.model,tt.price,name
三星,SM-G720N0,android,Galaxy Grand Max,NULL,
三星,SM-T321,android,Galaxy Tab PRO 8.4,NULL,
三星,i9023,NULL,NULL,NULL,
华为,DVC-AN00,android,畅享Z,1932,
华为,MRX-AN19,android,MatePad Pro,NULL,
华为,WAS-AL00,android,nova 青春版,NULL,
小米科技,2013029,android,红米1S,600,
小米科技,MDI2,android,其他,NULL,
欧珀,N1W,android,其他,NULL,
欧珀,OPPO R8109,android,R811,NULL,
欧珀,OPPO R827T,android,R1,NULL,
欧珀,OPPO R833T,android,R850,NULL,
欧珀,OPPO R9 Plustm A,android,R9 Plus,NULL,
欧珀,PFJM10,android,其他,2966,
欧珀,PHN110,android,coolpad s10,11499,
步步高,BBK i266,NULL,NULL,NULL,
步步高,BBK i270,NULL,NULL,NULL,
步步高,BBK i518,NULL,NULL,NULL,
步步高,BBK i531,NULL,NULL,NULL,
步步高,BBK i536,NULL,NULL,NULL,
步步高,V2057A,android,Vivo X60,1832,
步步高,vivo S9t,NULL,NULL,NULL,
荣耀,CDY-AN20,android,华为Nova 7 SE,2599,
荣耀,H60-L01,android,荣耀6,750,
荣耀,MOA-AL00,android,荣耀V30,1189,
realme,RMX1931,android,Realme C2,NULL,
realme,RMX2200,android,Realme V3,NULL,
三星,GT-I9128I,android,其他,NULL,
三星,S7566,android,S7568,NULL,
三星,SM-C1158,android,其他,NULL,
三星,SM-G3608,android,Galaxy Core Prime,NULL,
华为,ALA-AL10,,NULL,NULL,
华为,HUAWEI T3061,android,其他,NULL,
华为,MHA-L09,android,Mate 9,2599,
小米科技,23116PN5BC,ANDROID,其他,7524,
小米科技,2311DRK48C,,NULL,NULL,
小米科技,MBT6A5,android,红米 Note4,NULL,
欧珀,PBAM00,android,A5,NULL,
欧珀,PJV110,NULL,NULL,NULL,
步步高,V1820A,android,Nex A,NULL,
步步高,V1923A,android,Nex 3,NULL,
步步高,i370,NULL,NULL,NULL,
步步高,i528,NULL,NULL,NULL,
步步高,vivo X5Max V,android,其他,NULL,
